id,pop,admin1,admin3,precipitation_mean,temperature_mean,elevation,slope,Name
id_918,422,5,153,1525.311971,25.67575158,347.8888889,1.444444444,Kano
id_637,423,1,41,1508.615234,24.11955088,490.0909091,5.090909091,Abuja
id_657,423,1,79,1561.898058,24.00963116,659.1111111,9,Abuja
id_735,423,1,121,1547.488007,24.72986155,508.6,4.1,Abuja
id_321,423,2,81,1148.736415,25.06847409,158.4285714,4.285714286,Lagos
id_383,423,2,70,1445.658851,24.05130724,602.6923077,1.307692308,Lagos
id_593,423,3,2,1631.281572,21.45925522,1086.545455,1.909090909,Benin
id_919,423,5,147,1597.585312,25.47131991,353.25,1.0625,Kano
id_649,424,1,103,1535.036821,24.58103111,569.9090909,2.090909091,Abuja
id_661,424,1,47,1591.008148,23.27655149,743.125,2.25,Abuja
id_663,424,1,103,1496.106372,24.99273243,485.2,4.25,Abuja
id_797,424,1,34,1518.149769,24.43646847,558.3636364,1.363636364,Abuja
id_802,424,1,33,1690.123299,22.95669162,795.5,0.6875,Abuja
id_439,424,2,37,1048.881814,25.98587435,29,2.090909091,Lagos
id_469,424,2,93,1366.43904,24.11052459,540,3.761904762,Lagos
id_513,424,2,35,1354.967729,23.01633488,784,3.181818182,Lagos
id_838,425,1,74,1513.280843,25.01662381,477.3333333,4.5,Abuja
id_430,425,2,57,1129.583008,24.88596935,324.7,1.4,Lagos
id_652,426,1,106,1490.456377,24.73935023,418,3.181818182,Abuja
id_798,426,1,137,1525.926107,25.15284157,432.5555556,1.888888889,Abuja
id_906,426,1,137,1497.521584,25.5707479,391,4.909090909,Abuja
id_888,426,5,156,1716.430272,25.59949845,300.7894737,2.631578947,Kano
id_752,427,1,99,1469.825943,24.71171021,473.3125,3.5625,Abuja
id_769,427,1,13,1638.712257,22.95673052,809.0952381,1.238095238,Abuja
id_772,427,1,50,1678.172485,23.28318858,741.75,4.125,Abuja
id_306,427,2,95,1316.44555,23.57857482,651.1666667,6.666666667,Lagos
id_467,427,2,101,1310.21542,22.89209408,571.5555556,2.888888889,Lagos
id_514,427,2,48,1229.498402,23.48803364,583.8181818,4,Lagos
id_779,428,1,109,1526.369089,24.54705938,551.4242424,3.454545455,Abuja
id_530,428,3,42,1571.243262,23.29314194,762.1,2.1,Benin
id_454,429,2,27,925.4380561,25.66198497,28.44444444,0.777777778,Lagos
id_533,429,3,43,1589.042492,23.71258302,726.9090909,3.181818182,Benin
id_896,429,5,153,1611.725003,25.59697914,305.1111111,1.333333333,Kano
id_644,430,1,103,1496.563344,24.85612837,537.25,6.166666667,Abuja
id_283,430,4,133,1488.71833,24.07280307,573.8888889,2.444444444,Warri
id_646,431,1,103,1524.737329,24.5235522,569.6,8.666666667,Abuja
id_504,431,2,40,1461.846004,23.95088768,555.6666667,1.333333333,Lagos
id_914,431,5,156,1855.525592,25.60397159,308.1176471,2.941176471,Kano
id_537,432,3,124,1547.82475,25.22556496,543.35,2.65,Benin
id_257,432,4,133,1432.12443,25.1155476,368.8888889,4.222222222,Warri
id_887,432,5,145,1559.319056,26.22958914,313.2916667,0.916666667,Kano
id_256,433,4,133,1442.056946,25.16629516,343.1111111,6.333333333,Warri
id_858,433,5,145,1508.459998,25.85939846,321.2,4.4,Kano
id_818,434,1,61,1496.051082,24.16342691,532.3333333,8,Abuja
id_392,435,2,45,1098.731342,25.38691447,98.53846154,2.615384615,Lagos
id_902,435,5,143,1675.144849,24.65205549,512.6666667,2.666666667,Kano
id_519,436,3,124,1514.569359,25.24954081,513.8125,5.1875,Benin
id_529,436,3,43,1628.337864,23.36256804,826.7857143,2.857142857,Benin
id_862,436,5,144,1553.75,25.57925129,335.5,3.666666667,Kano
id_893,436,5,151,1684.855924,24.95051817,374,2.454545455,Kano
id_746,437,1,92,1526.700167,24.57381929,493.3,1.266666667,Abuja
id_827,437,1,33,1676.164267,23.5892035,736.7096774,2.096774194,Abuja
id_291,437,2,37,1027.450989,25.97890873,35.7,4.3,Lagos
id_527,437,3,42,1583.310018,23.26343769,775.6666667,2.777777778,Benin
id_611,437,3,9,1626.534001,22.47424431,959.4,1.066666667,Benin
id_418,438,2,36,1128.3904,23.33637678,436.5384615,3.846153846,Lagos
id_905,438,5,152,1484.835273,26.14542876,298.8888889,2,Kano
id_788,440,1,66,1637.048712,24.088739,639.137931,1.327586207,Abuja
id_336,440,2,85,1226.513925,23.50061212,494.7142857,4.928571429,Lagos
id_877,441,5,158,1728.993825,25.41580223,324,1.764705882,Kano
id_895,441,5,156,1832.474727,25.54093912,315.1111111,1.259259259,Kano
id_419,442,2,45,1113.481238,24.71227036,212.2,2.6,Lagos
id_315,443,2,81,1144.92334,25.11077944,145.5833333,3.083333333,Lagos
id_898,444,5,153,1517.240582,25.77396965,300.7307692,1.192307692,Kano
id_289,445,2,18,983.8254944,26.0368124,28.6,5.9,Lagos
id_367,445,2,73,1364.783203,23.93818774,613.7142857,5.428571429,Lagos
id_916,445,5,148,1557.947496,25.54945861,356,1,Kano
id_320,446,2,81,1145.178063,25.10083008,149.3076923,4.461538462,Lagos
id_842,446,5,147,1629.103149,25.64696646,304,2,Kano
id_318,447,2,81,1144.479167,25.10369873,139,1.555555556,Lagos
id_545,447,3,94,1590.426935,23.81536796,714.4545455,3.909090909,Benin
id_852,447,5,158,1643.05249,25.46642576,329.1428571,0.714285714,Kano
id_296,448,2,117,1209.880005,24.9208334,322.6,3.3,Lagos
id_901,448,5,158,1754.746776,25.69759044,310.2352941,1,Kano
id_908,448,5,148,1525.479153,26.07199181,288.8888889,1.555555556,Kano
id_912,448,5,156,1748.707504,25.75320816,304.25,1.875,Kano
id_432,450,2,37,1056.944187,24.13233842,294.4444444,2.555555556,Lagos
id_501,450,2,35,1385.5625,23.51093864,705,0.333333333,Lagos
id_264,450,4,133,1601.702515,24.56903172,652,0.75,Warri
id_543,451,3,43,1608.584717,23.52952978,781.3333333,3.555555556,Benin
id_911,451,5,159,1932.657139,25.35200609,310.1428571,1.071428571,Kano
id_399,452,2,59,1043.898171,24.96718996,140.3636364,1.954545455,Lagos
id_414,452,2,53,1268.150488,25.19268303,388,1.6,Lagos
id_96,452,4,133,1566.376182,24.08797063,652.8947368,1.105263158,Warri
id_433,453,2,57,1112.664289,24.82636901,339.7142857,1.428571429,Lagos
id_480,453,2,84,1338.278748,22.78823919,752,7,Lagos
id_261,453,4,133,1523.313358,24.78914795,405.6,4.028571429,Warri
id_870,453,5,154,1813.233162,25.08214912,347.7333333,1.4,Kano
id_837,454,1,121,1534.316559,24.7192359,510,2.625,Abuja
id_466,454,2,105,1431.696303,24.44308295,467.0740741,4.666666667,Lagos
id_874,455,5,147,1605.066629,25.64525357,316.3529412,1.647058824,Kano
id_385,456,2,51,1231.475637,22.94973612,558.3333333,2.666666667,Lagos
id_532,456,3,118,1525.544643,25.39348166,446.7142857,3.428571429,Benin
id_420,457,2,57,1119.669817,25.07536943,281.7857143,2.928571429,Lagos
id_913,457,5,148,1562.657854,25.16810771,450.8571429,3.428571429,Kano
id_594,458,3,19,1674.800093,21.69093887,999.2,0.84,Benin
id_559,459,3,10,1462.454169,24.23472256,520.2222222,2.777777778,Benin
id_35,459,4,133,1427.3125,25.29373016,322.8,2.8,Warri
id_878,459,5,148,1558.204418,25.68081957,348.1176471,1,Kano
id_882,459,5,144,1616.019165,25.01466052,373.4166667,1.666666667,Kano
id_498,460,2,39,1540.007754,22.22922332,899.5862069,2.034482759,Lagos
id_470,461,2,88,1435.337111,23.93267353,573.7692308,5.384615385,Lagos
id_479,461,2,80,1229.949997,23.87445736,514.625,1,Lagos
id_484,462,2,73,1317.755578,24.35662204,497.8076923,3.269230769,Lagos
id_854,462,5,147,1624.175008,25.6745828,309.3333333,1.666666667,Kano
id_872,462,5,145,1543.287244,25.58251171,388.975,1.35,Kano
id_760,464,1,137,1528.126953,25.18508178,435.09375,3.5625,Abuja
id_313,464,2,81,1146.44812,25.10978317,154,3.75,Lagos
id_91,464,4,133,1403.310387,24.8915196,346.1690141,4.647887324,Warri
id_293,465,2,37,1018.343058,26.03010347,27.55555556,3.111111111,Lagos
id_314,469,2,81,1147.208333,25.08361228,133.9166667,0.833333333,Lagos
id_406,469,2,51,1141.922501,23.56881285,382.75,3.125,Lagos
id_487,469,2,70,1468.278748,23.67469096,658.125,5.125,Lagos
id_500,470,2,38,1544.186466,23.04910851,739.3529412,2.647058824,Lagos
id_841,471,5,150,1559.605347,25.55309459,300.1428571,1.285714286,Kano
id_304,472,2,90,1182.527913,24.73162142,232.8333333,3.25,Lagos
id_372,472,2,59,0,0,0,0,Lagos
id_542,472,3,118,1627.788429,23.67473006,805.3125,2.3125,Benin
id_868,473,5,145,1507.520004,26.11533499,289,0.625,Kano
id_114,474,4,133,1445.777481,25.94425106,279.625,0.25,Warri
id_534,475,3,118,1531.33873,24.90487337,644.125,6.125,Benin
id_847,476,5,150,1554.755295,25.56926465,312.375,2.125,Kano
id_327,477,2,81,1154.861252,24.96920824,166.5,5,Lagos
id_832,479,1,140,1539.265001,25.50692113,330.1111111,2,Abuja
id_297,479,2,98,1198.450383,24.58424363,207.1538462,3.923076923,Lagos
id_536,481,3,43,1617.055994,23.6843153,723.9,4.1,Benin
id_692,482,1,131,1494.789995,24.69070348,465.9090909,4.909090909,Abuja
id_386,482,2,51,1225.652623,23.03023647,544.2857143,3.952380952,Lagos
id_849,482,5,144,1597.088757,25.22721672,329.9,1.4,Kano
id_607,485,3,21,1624.912367,22.52757231,831,3.833333333,Benin
id_915,485,5,156,1855.683892,25.59625202,303.1111111,3.333333333,Kano
id_402,486,2,51,1142.890712,23.66114862,376,1.714285714,Lagos
id_547,486,3,94,1598.669165,23.81372077,725.2,2.8,Benin
id_388,487,2,54,1165.626531,23.96721634,337.6923077,3.384615385,Lagos
id_453,487,2,27,909.8650055,25.68855214,17.25,3.5,Lagos
id_298,488,2,101,1245.255881,23.84846642,483.8235294,11.05882353,Lagos
id_299,488,2,105,1444.446384,23.82376374,574.3333333,3.888888889,Lagos
id_303,489,2,97,1156.004337,25.30629539,223.0526316,2,Lagos
id_294,490,2,18,1019.085632,25.10089302,235.375,11.875,Lagos
id_375,490,2,58,1120.514994,25.08967707,165.4444444,2.888888889,Lagos
id_482,490,2,84,1342.638268,22.79713616,746.2307692,9.461538462,Lagos
id_452,491,2,27,924.8943787,25.66779876,35.25,0.5,Lagos
id_387,493,2,51,1131.232007,24.4772049,278.2,2,Lagos
id_429,493,2,48,1166.865991,24.96909917,331.6666667,2.666666667,Lagos
id_677,495,1,92,1674.642502,24.30895925,679.625,1,Abuja
id_705,495,1,74,1452.518506,24.99536514,457.6,3.5,Abuja
id_443,495,2,18,1045.926001,24.97563896,235.2,5.9,Lagos
id_616,495,3,42,1473.565538,24.21029896,530.2222222,2.333333333,Benin
id_589,499,3,14,1625.031372,23.17675313,750.8181818,4,Benin
id_18,499,4,133,1438.212513,25.83375133,300.5454545,0.636363636,Warri
id_450,501,2,27,922.137502,25.67860476,33.25,3.583333333,Lagos
id_907,502,5,158,1750.996316,25.52691246,310.0588235,1.294117647,Kano
id_428,504,2,36,1105.410714,23.66818537,425.2857143,6.142857143,Lagos
id_111,504,4,133,1425.170546,25.93144883,292.1111111,0.777777778,Warri
id_808,506,1,121,1516.837497,24.45349503,518.5555556,1.555555556,Abuja
id_288,506,2,18,971.1275024,25.96997881,51.125,11.625,Lagos
id_477,506,2,73,1407.919334,24.5981669,511,1.272727273,Lagos
id_778,507,1,91,1613.246002,23.76782389,672.4,5.3,Abuja
id_340,507,2,73,1366.614105,23.89921795,612.3214286,2.785714286,Lagos
id_465,507,2,107,1243.753833,24.39869258,418.0666667,2.466666667,Lagos
id_305,509,2,97,1143.736165,25.34795074,201,2.466666667,Lagos
id_286,510,4,133,1565.532295,24.18089821,683.5,0.52,Warri
id_697,511,1,30,1625.402496,23.71252155,755.25,0.75,Abuja
id_373,511,2,73,1409.339722,23.30124092,730.2222222,3.888888889,Lagos
id_253,511,4,133,1493.993018,24.0640873,582.2,2.6,Warri
id_423,512,2,45,1114.507865,24.6828943,214.7142857,2.857142857,Lagos
id_287,512,3,127.375,1535.853134,24.59230387,601.625,7.875,Benin
id_378,514,2,58,1113.403233,25.1330283,152.5714286,2.071428571,Lagos
id_337,515,2,65,1099.273155,25.02422684,141.8947368,6.947368421,Lagos
id_699,519,1,33,1677.089986,23.5054992,728.6666667,0.666666667,Abuja
id_834,519,1,141,1582.792209,25.80549834,335.8888889,0.666666667,Abuja
id_250,520,4,133,1447.670013,25.36875033,359.5,1.5,Warri
id_259,520,4,133,1435.919739,25.09704857,296.7,3.3,Warri
id_462,521,2,15,894.7381814,25.67159705,1,0.909090909,Lagos
id_544,526,3,123,1563.271759,24.64033337,654.5,2.4,Benin
id_152,527,4,133,1411.162516,25.92593829,291.6666667,0.333333333,Warri
id_33,528,4,133,1489.534193,24.05953153,562.6666667,3.111111111,Warri
id_67,528,4,133,1413.959991,25.40999889,282.375,0.875,Warri
id_376,530,2,73,1405.959161,23.38148965,710.7777778,5.111111111,Lagos
id_426,531,2,59,1038.279999,24.55916739,162,1,Lagos
id_709,532,1,113,1640.083752,24.55524292,577.1,2.1,Abuja
id_540,532,3,124,1479.225971,25.12773206,352.0769231,3.923076923,Benin
id_42,534,4,133,1474.533352,25.70312564,312.8888889,1.111111111,Warri
id_539,538,3,118,1496.191659,25.63666674,482.6,7.066666667,Benin
id_343,541,2,65,1089.876001,24.7955595,168.4,1.3,Lagos
id_86,541,4,133,1500.762451,24.94510269,479,12,Warri
id_331,542,2,79,1145.233894,24.88533847,189.1666667,5.388888889,Lagos
id_499,542,2,36,1114.938477,23.46637799,449.7692308,6.615384615,Lagos
id_302,548,2,93,1357.195123,24.12984581,539,4.05,Lagos
id_491,553,2,87,1531.451577,22.84849789,862.6315789,5.736842105,Lagos
id_214,554,4,133,1421.545837,25.7845842,296.75,1.583333333,Warri
id_323,557,2,81,1148.003185,25.08424152,147.3636364,3.818181818,Lagos
id_447,557,2,18,1017.17334,25.05534744,256.8888889,11.22222222,Lagos
id_894,557,5,144,1631.289298,24.98657663,377.4285714,0.714285714,Kano
id_821,558,1,33,1609.88501,23.35558319,767.8333333,1.333333333,Abuja
id_520,559,3,118,1647.63797,24.03668046,730.625,2.4375,Benin
id_300,561,2,90,1239.429321,24.15541649,329.2857143,3.428571429,Lagos
id_503,562,2,35,1414.605003,23.13841334,741.1818182,4,Lagos
id_44,564,4,133,1420.810006,24.96809442,398.8571429,8,Warri
id_265,568,4,133,1448.585314,25.68906339,295.5555556,4.333333333,Warri
id_345,569,2,65,1071.977002,25.1602815,105.2666667,3.8,Lagos
id_109,569,4,133,1429.646008,25.54518337,307.5,2.1,Warri
id_325,570,2,81,1179.405005,24.61666698,235.5,1.9,Lagos
id_497,572,2,46,1418.25892,23.82858917,635.1428571,1.785714286,Lagos
id_262,573,4,133,1463.366509,25.00156303,308,3.92,Warri
id_369,574,2,73,1411.69478,23.38750042,745.7272727,2.090909091,Lagos
id_371,574,2,73,1372.523242,23.81020069,638.7,9,Lagos
id_424,575,2,45,1111.112,24.7262001,200.1,2.5,Lagos
id_370,576,2,73,1408.202502,23.31533413,725.8,4.8,Lagos
id_87,577,4,133,1517.163237,24.73269833,579.0588235,5.411764706,Warri
id_365,581,2,65,1079.004626,25.18929453,108.35,2.3,Lagos
id_81,581,4,133,1429.210007,25.19223976,390.875,6.5,Warri
id_866,582,5,145,1579.670733,26.19989591,305.7941176,0.676470588,Kano
id_326,584,2,81,1156.912503,24.99886322,154.5555556,3.222222222,Lagos
id_272,585,4,133,1454.884689,24.28330445,528.75,3.5625,Warri
id_104,587,4,133,1475.682224,25.97500038,288.1111111,0.666666667,Warri
id_58,588,4,133,1447.081006,25.58211517,281.3,1,Warri
id_255,588,4,133,1432.825352,25.16621889,369.7142857,6.571428571,Warri
id_112,589,4,133,1419.875,25.77395916,307,1.75,Warri
id_541,590,3,112.6428571,1505.235892,24.95951789,474.0714286,2,Benin
id_275,590,4,133,1555.367766,24.32270863,615,1,Warri
id_338,591,2,68,1202.816691,24.19555505,300,2.666666667,Lagos
id_360,592,2,73,1368.247736,24.16343412,590,1.090909091,Lagos
id_280,594,4,133,1595.752204,23.98993447,672.9411765,2.823529412,Warri
id_285,594,4,133,1601.54266,23.6735611,703.4705882,0.529411765,Warri
id_380,596,2,55,1383.241659,24.2701469,568.5555556,1.666666667,Lagos
id_11,598,4,133,1407.722504,25.9694891,280,2,Warri
id_449,599,2,27,879.1055637,25.3646467,14.33333333,1,Lagos
id_29,601,4,133,1436.114757,25.71324869,286.2727273,1.454545455,Warri
id_22,603,4,133,1459.558594,25.97464371,294.6666667,0.666666667,Warri
id_79,604,4,133,1480.644995,26.06100063,287.6,0.8,Warri
id_249,604,4,133,1446.278491,24.96079369,415.6,9.9,Warri
id_260,604,4,133,1525.662203,24.73132397,379.5,5.323529412,Warri
id_49,606,4,133,1427.18251,25.12875104,382.875,12.75,Warri
id_884,606,5,159,1954.067004,25.29408684,321.5,0.9,Kano
id_494,609,2,55,1423.219983,23.91756535,640,3,Lagos
id_362,610,2,73,1363.609158,24.02284961,608.3333333,4.666666667,Lagos
id_124,616,4,133,1472.08749,25.79355812,301.2857143,2.714285714,Warri
id_416,620,2,53,1261.112971,25.22826802,370.5454545,0.545454545,Lagos
id_254,621,4,133,1435.967494,24.95245879,355.4285714,8.428571429,Warri
id_565,623,3,9,1550.922743,24.03138222,642.0645161,2.177419355,Benin
id_352,626,2,73,1403.77474,23.59613037,700.3333333,5,Lagos
id_410,627,2,53,1267.431982,25.10969639,419,4.2,Lagos
id_328,632,2,79,1171.694811,24.66779723,232.7037037,2.962962963,Lagos
id_94,632,4,133,1481.874651,25.99092538,282.1428571,1.142857143,Warri
id_560,634,3,2,1669.937278,21.85849294,1053.727273,0.272727273,Benin
id_363,635,2,73,1370.563766,24.14914203,592.875,1.5,Lagos
id_366,635,2,73,1413.868612,23.44507408,728.8888889,1.555555556,Lagos
id_191,635,4,133,1429.75,25.51000023,396,4.888888889,Warri
id_211,636,4,133,1441.19614,25.7718881,295.6666667,1.111111111,Warri
id_25,637,4,133,1432.531594,25.5069007,315.1363636,2.454545455,Warri
id_68,639,4,133,1436.622855,25.47459766,282.4285714,1,Warri
id_408,641,2,51,1140.751099,23.58537038,381.5555556,2.444444444,Lagos
id_82,642,4,133,1468.086243,25.41845989,313.875,5.375,Warri
id_473,644,2,87,1473.319995,24.01640425,566.55,2.2,Lagos
id_495,644,2,55,1390.80748,24.07330179,615.125,4.625,Lagos
id_103,646,4,133,1438.785021,25.23197979,416.6666667,4.777777778,Warri
id_711,647,1,74,1498.257487,24.73218769,469.5555556,3,Abuja
id_409,648,2,53,1264.099976,25.17800026,392.7,2.8,Lagos
id_281,648,4,133,1491.706731,24.06203431,572.5384615,4.076923077,Warri
id_290,649,2,37,1029.38501,26.01666832,19.5,3.5,Lagos
id_358,650,2,73,1383.78408,23.7733052,636.3636364,8,Lagos
id_83,651,4,133,1402.508008,25.77943268,273.9,1.6,Warri
id_186,652,4,133,1425.871997,25.52409992,326.4,4.2,Warri
id_200,653,4,133,1417.285986,25.46351509,349.3,7.3,Warri
id_461,654,2,27,877.0200043,25.70831203,12.16666667,2.416666667,Lagos
id_27,656,4,133,1446.377979,25.74770126,284.6,2.7,Warri
id_273,656,4,133,1419.005771,24.73490722,415.2068966,5.689655172,Warri
id_347,657,2,73,1360.400013,24.12158741,596.4545455,2.363636364,Lagos
id_459,657,2,27,889.5642918,25.68041556,29,0.428571429,Lagos
id_118,658,4,133,1458.347956,25.98162547,287.0909091,0.545454545,Warri
id_155,658,4,133,1431.416046,25.9509112,294.6666667,0.75,Warri
id_1,661,4,133,1411.841992,25.9306818,285.5,1.4,Warri
id_89,661,4,133,1561.7246,24.31924539,613.2105263,1.947368421,Warri
id_267,663,4,133,1475.918506,24.21569538,524.1,4.3,Warri
id_740,665,1,115,1577.44249,24.4833951,542.75,3.75,Abuja
id_346,665,2,73,1359.351671,24.14270655,589.5555556,2.777777778,Lagos
id_23,666,4,133,1444.223321,25.01559745,411.2222222,12,Warri
id_747,668,1,135,1590.274197,24.88637988,406.1111111,1.555555556,Abuja
id_245,668,4,133,1464.361667,25.40812959,341.6666667,5.888888889,Warri
id_59,669,4,133,1454.606106,25.47252867,304.6666667,6.222222222,Warri
id_472,672,2,88,1484.500889,23.69789723,636.5,2.928571429,Lagos
id_885,672,5,158,1603.242498,25.31701695,354.3636364,0.727272727,Kano
id_468,674,2,105,1414.773614,24.08622509,531.2222222,4.222222222,Lagos
id_93,674,4,133,1572.843101,24.22630483,637.2407407,1.259259259,Warri
id_750,676,1,131,1473.950003,24.75523145,441.1428571,1.892857143,Abuja
id_355,678,2,73,1406.55306,23.55988524,695.7777778,6,Lagos
id_146,683,4,133,1365.290556,25.44985786,283.9230769,3,Warri
id_120,686,4,133,1481.957136,26.05190495,289.1428571,0.428571429,Warri
id_34,687,4,133,1409.507007,25.4604744,316.9,3.3,Warri
id_14,689,4,133,1460.802775,24.97162437,374.4444444,8.333333333,Warri
id_105,689,4,133,1467.028027,25.89544487,278.1,1.4,Warri
id_113,691,4,133,1398.510824,25.25734541,301.3333333,2.888888889,Warri
id_32,692,4,133,1470.544998,25.70208287,278.125,0.375,Warri
id_77,692,4,133,1423.203125,25.66820312,333.125,1.5,Warri
id_139,695,4,133,1458.140015,25.97099876,299.3333333,0.666666667,Warri
id_55,698,4,133,1424.429382,25.1334796,370.625,5.5,Warri
id_270,698,4,133,1401.295676,25.09821874,360.7272727,12.27272727,Warri
id_348,699,2,73,1396.154297,23.65638515,684.4285714,3.142857143,Lagos
id_116,702,4,133,1427.723511,25.85034752,279.6,0.9,Warri
id_78,704,4,133,1417.006866,25.17722487,402.5,3.625,Warri
id_74,707,4,133,1477.469455,26.01732678,285.4444444,0.555555556,Warri
id_95,707,4,131.0615385,1368.313187,25.14326013,298.8615385,2.523076923,Warri
id_31,711,4,133,1422.179504,25.17974968,375.2,5.9,Warri
id_76,711,4,133,1424.03627,25.30508304,339.25,6.875,Warri
id_88,711,4,133,1598.257846,23.98058965,680.6388889,0.333333333,Warri
id_98,711,4,133,1452.614429,24.91570492,365.8666667,3.933333333,Warri
id_168,711,4,133,1440.059977,25.60121557,319,5,Warri
id_274,712,4,133,1584.177083,24.0316933,655.0833333,0.5,Warri
id_350,715,2,73,1398.839993,23.6407903,699.6666667,4.333333333,Lagos
id_204,715,4,133,1485.099731,24.75859197,535.5555556,2.777777778,Warri
id_119,716,4,133,1476.22699,25.90581665,288.2,0.4,Warri
id_407,719,2,53,1275.904175,25.0010465,417.5555556,4.444444444,Lagos
id_263,721,4,133,1512.638756,24.72025156,399.8125,7.75,Warri
id_266,721,4,133,1447.873436,25.41260731,339.0625,6.4375,Warri
id_39,723,4,133,1400.380005,25.59883237,307.875,6.75,Warri
id_143,724,4,133,1416.187195,25.89563513,292.25,0.625,Warri
id_783,725,1,66,1666.056612,23.59428024,727.5882353,1.529411765,Abuja
id_271,725,2,119,1459.186044,24.20913219,544.2142857,2.714285714,Lagos
id_344,725,2,65,1089.279283,24.79083129,163.5294118,1.235294118,Lagos
id_17,726,4,133,1410.123138,25.74019837,303.75,0.125,Warri
id_85,729,4,133,1433.68111,25.60947466,293.75,2,Warri
id_230,729,4,133,1445.072767,25.14548916,395.6666667,9.222222222,Warri
id_236,737,4,133,1425.962509,25.63270855,307.25,1.5,Warri
id_177,738,4,133,1426.958008,25.60949593,327.8,6.4,Warri
id_374,742,2,58,1123.802014,25.06864185,172.3,3,Lagos
id_240,742,4,133,1397.978119,25.57511544,309.625,7.625,Warri
id_56,746,4,133,1447.395327,25.39202574,328.1304348,3.130434783,Warri
id_12,747,4,133,1444.019363,25.35112548,360.375,1.5,Warri
id_115,755,4,133,1471.155005,25.90441685,279.2,1.1,Warri
id_242,756,4,133,1411.82057,25.30754344,348.3333333,11.88888889,Warri
id_359,757,2,73,1362.840002,24.07383289,596.9,2.3,Lagos
id_277,757,4,133,1558.133997,24.81118412,563.7,2,Warri
id_53,760,4,133,1482.929749,25.85487823,278.9,0.5,Warri
id_364,761,2,73,1380.63501,23.77016687,677.375,8.25,Lagos
id_3,761,4,133,1470.198225,25.87040411,289,1.285714286,Warri
id_405,765,2,53,1268.706494,25.07058773,430,4.5,Lagos
id_235,765,4,133,1469.522502,25.53791682,334.5333333,4.333333333,Warri
id_24,766,4,133,1427.174561,25.54816506,300.9090909,0.727272727,Warri
id_276,767,4,133,1569.154999,24.08314395,653.8125,0.625,Warri
id_237,769,4,133,1461.810924,25.0204603,405.1818182,4.181818182,Warri
id_860,771,5,150,1567.105981,25.56791592,299.6,0.5,Kano
id_258,774,2,119,1458.845001,24.22667694,525.0833333,2.666666667,Lagos
id_341,777,2,68,1181.660004,24.36062892,290.25,2.166666667,Lagos
id_357,779,2,73,1363.189982,24.18528875,587.3333333,1.166666667,Lagos
id_172,780,4,133,1446.110284,24.99615648,427.1111111,4.888888889,Warri
id_393,781,2,59,1069.503526,25.04609254,135.7058824,4.588235294,Lagos
id_21,783,4,133,1461.475003,25.66894616,276.7777778,0.777777778,Warri
id_339,784,2,73,1366.027503,24.00267616,598.7692308,2.230769231,Lagos
id_46,785,4,133,1430.453751,25.34762573,304.125,5.125,Warri
id_404,786,2,51,1145.25,23.70441755,377.6666667,1.333333333,Lagos
id_379,788,2,57,1114.213954,25.13113101,157.2083333,3.291666667,Lagos
id_659,789,1,103,1527.23768,24.476245,556.1538462,6.153846154,Abuja
id_485,789,2,58,1144.447647,24.71303988,220.125,3.9375,Lagos
id_90,789,4,133,1591.824895,23.69166176,697.3076923,0.115384615,Warri
id_107,790,4,133,1498.785848,24.74768225,527,3,Warri
id_278,790,4,133,1570.670003,24.23064656,657.7777778,1.222222222,Warri
id_785,792,1,126,1486.714628,24.79007868,440.8461538,4.461538462,Abuja
id_136,793,4,133,1459.359998,25.98999844,296.6,0.3,Warri
id_773,797,1,128,1559.964544,24.86570514,481.0909091,5.727272727,Abuja
id_342,797,2,58,1146.647059,24.66719953,231.4705882,7.411764706,Lagos
id_181,797,4,133,1427.76001,25.4141686,342.25,5.75,Warri
id_361,800,2,73,1397.207194,23.6232338,697.8888889,9.111111111,Lagos
id_398,801,2,53,1296.338501,25.03751316,392.6,0.6,Lagos
id_57,801,4,133,1374.067518,25.43288867,269.3333333,1.333333333,Warri
id_201,803,4,133,1453.077499,25.59441686,353.125,3,Warri
id_101,807,4,133,1413.446228,25.86407447,294.125,0.375,Warri
id_41,808,4,133,1414.798141,25.36901832,403.875,9.5,Warri
id_349,809,2,73,1359.820007,24.17266502,580.5,1.1,Lagos
id_100,809,4,133,1430.692854,25.41232627,353.8571429,10,Warri
id_335,812,2,79,1153.806448,24.55324324,246.3157895,2.789473684,Lagos
id_799,813,1,121,1540.442854,24.73891374,512.8214286,3.535714286,Abuja
id_368,816,2,73,1420.057051,23.31654635,745.9090909,3.727272727,Lagos
id_233,817,4,133,1449.664993,25.13057327,401,6.375,Warri
id_354,819,2,73,1363.966003,24.11458244,593.5,1.7,Lagos
id_72,820,4,133,1471.233508,25.95430756,299.6,0.3,Warri
id_739,822,1,99,1462.563399,24.7669246,410,1.909090909,Abuja
id_30,822,4,133,1443.658737,25.5730319,317.75,1,Warri
id_61,825,4,133,1445.633728,25.29552174,361.125,5.875,Warri
id_208,826,4,133,1462.262503,24.99738121,484.5714286,6,Warri
id_351,829,2,73,1365.4375,24.09770799,597.125,2.625,Lagos
id_47,829,4,133,1447.876266,25.48147774,318,5.375,Warri
id_744,831,3,124,1531.875814,24.80310376,448.4166667,1.166666667,Benin
id_128,838,4,133,1484.273758,26.00851917,292.125,0.75,Warri
id_40,839,4,133,1401.237503,26.04145908,273.75,0.25,Warri
